,Unnamed: 0,url,title,spotify_id,release_year,artist_name,lyrics,verse_1
567,567,https://open.spotify.com/track/0thM3dVvvPrLlpJVQGcqEj,Zwei kleine Italiener - Remastered 2005,0thM3dVvvPrLlpJVQGcqEj,1992,Conny Froboess," Eine Reise in den Süden
 Ist für andre schick und fein
 Doch zwei kleine Italiener
 Möchten gern zuhause sein
 Zwei kleine Italiener
 Die träumen von Napoli
 Von Tina und Marina
 Die warten schon lang auf sie
 Zwei kleine Italiener
 Die sind so allein
 Eine Reise in den Süden
 Ist für andre schick und fein
 Doch zwei kleine Italiener
 Möchten gern zuhause sein
 Oh Tina oh Marina
 Wenn wir uns einmal wiedersehn
 Oh Tina oh Marina
 Dann wird es wieder schön
 Zwei kleine Italiener
 Vergessen die Heimat nie
 Die Palmen und die Mädchen
 Am Strande von Napoli
 Zwei kleine Italiener
 Die sehen es ein
 Eine Reise in den Süden
 Ist für andre schick und fein
 Doch zwei kleine Italiener
 Möchten gern zuhause sein
 Oh Tina oh Marina
 Wenn wir uns einmal wiedersehn
 Oh Tina oh Marina
 Dann wird es wieder schön
 Zwei kleine Italiener
 Am Bahnhof da kennt man sie
 Sie kommen jeden Abend
 Zum D-Zug nach Napoli
 Zwei kleine Italiener
 Stehn stumm hinterdrein
 Eine Reise in den Süden
 Ist für andre schick und fein
 Doch zwei kleine Italiener
 Möchten gern zuhause sein
 Oh Tina oh Marina
 Wenn wir uns einmal wiedersehn
 Oh Tina oh Marina
 Dann wird es wieder schön
", Eine Reise in den Süden
568,568,https://open.spotify.com/track/74D4DHQWhQFCJrwK9ryU7i,Ich liebe das Leben,74D4DHQWhQFCJrwK9ryU7i,2000-01-01,Vicky Leandros," Dein Koffer wartet schon im Flur
 Du Iässt mich allein
 Wir seh'n uns an und fühlen nur
 Es muss wohl so sein
 Noch stehst du zögernd in der Tür
 Und fragst ""Was wird aus dir?""
 Nein, sorg dich nicht um mich
 Du weißt, ich liebe das Leben
 Und weine ich manchmal noch um dich
 Das geht vorüber sicherlich
 Was kann mir schon gescheh'n?
 Glaub mir, ich liebe das Leben
 Das Karussell wird sich weiterdreh'n
 Auch wenn wir auseinandergeh'n
 Mag sein, dass man sich selber oft
 Viel zu wichtig nimmt
 Verzweifelt auf ein Feuer hofft
 Wo es nur noch glimmt
 Wenn uns sowas auch sehr weh tun kann
 Man stirbt nicht gleich daran
 Nein, sorg dich nicht um mich
 Du weißt, ich liebe das Leben
 Und weine ich manchmal noch um dich
 Das geht vorüber sicherlich
 Was kann mir schon gescheh'n?
 Glaub mir, ich liebe das Leben
 Das Karussell wird sich weiterdreh'n
 Auch wenn wir auseinandergeh'n
 Vielleicht gefällt's mir wieder frei zu sein
 Vielleicht verlieb' ich mich auf's Neu'
 Man wird ja seh'n (Man wird ja seh'n)
 Die Welt ist schön (Die Welt ist schön)
 Wie's kommt ist einerlei
 La la dai dai dai
 Du weißt, ich liebe das Leben
 La dai dai dai, dai dai, dai dai dai
 La dai dai da da, dai dai dai
 Ich frag' dich
 Was kann mir schon gescheh'n?
 Glaub mir, ich liebe das Leben
 Das Karussell wird sich weiterdreh'n
 Auch wenn wir auseinandergeh'n
 Auch wenn wir auseinandergeh'n
 Du weißt, ich liebe das Leben
", Dein Koffer wartet schon im Flur
569,569,https://open.spotify.com/track/17746nT5RodRzc10dYUBds,Die rote Sonne von Barbados,17746nT5RodRzc10dYUBds,1980,Die Flippers," Ein weißes Boot im Sonnenglanz
 Und du schenkst mir den Blütenkranz
 Ich folgte dir ins Paradies
 Ein Märchenland, das Barbados hieß
 Die rote Sonne von Barbados
 Für dich und mich scheint sie immer noch
 Mit den Wolken nach Süden ziehen und die Sterne sehen
 Die rote Sonne von Barbados
 Ja, dieses Märchen lässt mich nicht los
 Und wird die Zeit auch zu Ende gehen, es war so schön
 Nur du und ich im Palmenhain
 Leise Musik und roter Wein
 Ein Abschiedswort im Sommerwind
 Es bleibt nur ein Traum, den keiner mehr nimmt
 Die rote Sonne von Barbados
 Für dich und mich scheint sie immer noch
 Mit den Wolken nach Süden ziehen und die Sterne sehen
 Die rote Sonne von Barbados
 Ja, dieses Märchen lässt mich nicht los
 Und wird die Zeit auch zu Ende gehen, es war so schön
 Wenn weiße Rosen blüh'n und ich nicht bei dir bin
 Dann träum ich noch heute von dir
 Die rote Sonne von Barbados
 Für dich und mich scheint sie immer noch
 Mit den Wolken nach Süden ziehen und die Sterne sehen
 Die rote Sonne von Barbados
 Ja, dieses Märchen lässt mich nicht los
 Und wird die Zeit auch zu Ende gehen, es war so schön
 Und wird die Zeit auch zu Ende gehen, es war so schön
", Ein weißes Boot im Sonnenglanz
570,570,https://open.spotify.com/track/6EuVkSdWQ8LQWF3aRd37v4,Ich bin verliebt in die Liebe,6EuVkSdWQ8LQWF3aRd37v4,2000-01-01,Chris Roberts," Ich bin verliebt in die Liebe
 Sie ist okay-ay für mich
 Ich bin verliebt in die Liebe
 Und vielleicht auch in dich
 Ich bin verliebt in die Liebe
 Sie ist olé-lé für mich
 Ich bin verliebt in die Liebe
 Und vielleicht auch in dich
 Hi, honey
 Weißt du, was mir fehlt?
 Hi, honey
 Weißt du, was mich quält?
 Ich denk' die ganze Zeit
 Nur noch an Zärtlichkeit
 Doch um mich her ist alles so leer
 Mein Herz funkt SOS
 Komm bitte per Express
 Denn ich wär' gerne bei dir
 Ich bin verliebt in die Liebe
 Sie ist okay-ay für mich
 Ich bin verliebt in die Liebe
 Und vielleicht auch in dich
 Ich bin verliebt in die Liebe
 Sie ist olé-lé für mich
 Ich bin verliebt in die Liebe
 Und vielleicht auch in dich
 Hi, honey
 Mensch, bin ich verliebt
 Hi, honey
 Dass es sowas gibt
 Lass alle Uhren steh'n
 Ich will nur dich noch seh'n
 Und wünsche mir so vieles von dir
 Kein Rechnen und Latein
 Liebe nur soll es sein
 Darum komm heut' noch zu mir
 Ich bin verliebt in die Liebe
 Sie ist okay-ay für mich
 Ich bin verliebt in die Liebe
 Und vielleicht auch in dich
 Ich bin verliebt in die Liebe
 Sie ist olé-lé für mich
 Ich bin verliebt in die Liebe
 Und vielleicht auch in dich
", Ich bin verliebt in die Liebe
571,571,https://open.spotify.com/track/2L7dodj5vuScPr5pVihmBc,Schöner fremder Mann,2L7dodj5vuScPr5pVihmBc,1964-01-01,Conny Francis,"{""status""false,""reason""""Unexpected error occurred (no quota cost) Please try again later""}",
572,572,https://open.spotify.com/track/4i6mkvKRIO07bHANBNRDWe,Und es war Sommer,4i6mkvKRIO07bHANBNRDWe,1976-06-07,Peter Maffay,"{""status""false,""reason""""Unexpected error occurred (no quota cost) Please try again later""}",
573,573,https://open.spotify.com/track/4fDg7BCqpalASqTuWzssQX,Ein Festival der Liebe,4fDg7BCqpalASqTuWzssQX,2008-10-11,Jürgen Marcus," Ich geh wie auf Wolken und ich bin riesengroß
 (Ooh, aah)
 Denn du bist bei mir, ich lass dich nie wieder los
 (Ooh, aah)
 Wir grüßen die Menschen und sie winken zurück
 (Ooh, aah)
 Kein Wunder, wir sind ja auf der Straße ins glück
 (Ooh, aah)
 Ein Festival der Liebe soll unser Leben sein
 Und alle, die so sind wie wir, die laden wir gern ein
 Ein Festival der Liebe, das braucht die ganze Welt
 Weil ohne Liebe alles fehlt
 Ich schau in die Zukunft und da seh ich uns gehn
 (Ooh, aah)
 Ich seh wie wir Zwei noch manche Probe besteh'n
 (Ooh, aah)
 Mal haben wir Sorgen und mal haben wir Streit
 (Ooh, aah)
 Doch wir sind gleich wieder zur Versöhnung bereit
 (Ooh, aah)
 Ein Festival der Liebe soll unser Leben sein
 Und alle, die so sind wie wir, die laden wir gern ein
 Ein Festival der Liebe, das braucht die ganze Welt
 Weil ohne Liebe alles fehlt
 Oooh
 Oooh
", Ich geh wie auf Wolken und ich bin riesengroß
574,574,https://open.spotify.com/track/6GYJuqJfkXe6Wa58Z9PZEX,Albany - German Version,6GYJuqJfkXe6Wa58Z9PZEX,1987-01-15,Roger Whittaker," Albany, that once stood high over Norton Green
 Albany, whose mighty walls the people sheltered under
 Albany, proud symbol set in the Highlands free
 (This is Gordon McKenzie's story)
 Just like a song, a song that lasts forever
 (And the story of Albany, his family home)
 Albany, that once stood high over Norton Green
 Albany, whose mighty walls the people shelter under
 Albany, proud symbol set in the Highlands free
 Just like a song, a song that lasts forever
 Gordon was the eldest son, a golden eagle, so the story runs
 His brother Charles, dark as the raven
 One night in jealous rage and spite, the raven struck with all his might
 The eagle turned as quick as light and slew the raven
 Albany, that once stood high over Norton Green
 Albany, whose mighty walls the people shelter under
 Albany, proud symbol set in the Highlands free
 Just like a song, a song that last forever
 See the king's men come riding through the heather
 McKenzie's life they cry and all his land
 Silent clansmen stand motionless together
 An English king won't have a Highland man
 So the king by his decree did raze and fire poor Albany
 To let the people see his power the island justice still prevails
 And according to the clansman's tales
 A golden eagle nests forever in her tower
 Albany, that once stood high over Norton Green
 Albany, whose mighty walls the people shelter under
 Albany, proud symbol set in the Highlands free
 Just like a song, a song that last forever
 Albany, that once stood high over Norton Green
 Albany, whose mighty walls the people shelter under
 Albany, proud symbol set in the Highlands free
 Just like a song, a song that last forever
 Albany, that once stood high over Norton Green
 Albany, whose mighty walls the people shelter
"," Albany, that once stood high over Norton Green"
575,575,https://open.spotify.com/track/687anwxZ267LHbA4bw1Enq,Mit 66 Jahren,687anwxZ267LHbA4bw1Enq,2000,Udo Jürgens," Ihr werdet euch noch wundern
 Wenn ich erst Rentner bin
 Sobald der Stress vorbei ist
 Dann lang ich nämlich hin
 Oho, oho, oho
 Da föhn ich äußerst lässig
 Das Haar, das mir noch blieb
 Ich ziehe meinen Bauch ein
 Und mach auf heißer Typ
 Oho, oho, oho
 Und sehen mich die Leute
 Entrüstet an und streng
 Dann sag ich meine Lieben
 Ihr seht das viel zu eng
 Mit  Jahren, da fängt das Leben an
 Mit  Jahren, da hat man Spaß daran
 Mit  Jahren, da kommt man erst in Schuss
 Mit  ist noch lang noch nicht Schluss
 Ich kauf mir ein Motorrad
 Und einen Lederdress
 Und fege durch die Gegend
 Mit  PS
 Oho, oho, oho
 Ich sing im Stadtpark Lieder
 Dass jeder nur so staunt
 Und spiel dazu Gitarre
 Mit einem irren Sound
 Oho, oho, oho
 Und mit den andren Kumpels
 Vom Pensionärsverein
 Da mach ich eine Band auf
 Und wir jazzen ungemein
 Mit  Jahren, da fängt das Leben an
 Mit  Jahren, da hat man Spaß daran
 Mit  Jahren, da kommt man erst in Schuss
 Mit  ist noch lang noch nicht Schluss
 Lang noch nicht Schluss
 Und abends mach ich mich
 Mit Oma auf den Weg
 Dann gehen wir nämlich rocken
 In eine Diskothek
 Oho, oho, oho
 Im Sommer bind ich Blumen
 Um meine Denkerstirn
 Und tramp nach San Francisco
 Mein Rheuma auskurieren
 Oho, oho, oho
 Und voller Stolz verkündet
 Mein Enkel Waldemar
 Der ausgeflippte Alte
 Das ist mein Opapa
 Mit  Jahren, da fängt das Leben an
 Mit  Jahren, da hat man Spaß daran
 Mit  Jahren, da kommt man erst in Schuss
 Mit  ist noch lang noch nicht Schluss
 Mit  Jahren, da fängt das Leben an
 Mit  Jahren, da hat man Spaß daran
 Mit  Jahren, da kommt man erst in Schuss
 Mit  Jahren ist lange noch nicht Schluss
 Mit  Jahren, da fängt das Leben an
 Mit  Jahren, da hat man Spaß daran
 Mit  Jahren, da kommt man erst in Schuss
 Mit  Jahren ist lange noch nicht Schluss
", Ihr werdet euch noch wundern
576,576,https://open.spotify.com/track/3XbflHtkqldRUUFPSuXrUe,Der Stern von Mykonos,3XbflHtkqldRUUFPSuXrUe,1994-07-04,Katja Ebstein," Jahr für Jahr zog er mit ander'n
 Zum fernen Meer im Süden oder Norden
 Ein weißes Boot, sein Kindertraum
 Dann ist er wahr geworden
 Das war der Stern von Mykonos
 Das war sein Boot, sein Leben
 Und wenn die Sonne untergeht
 Wer weiß, wohin der Wind uns weht
 Jahr für Jahr hat sie gewartet
 Die ihn geliebt
 Sie hört die alten Lieder
 Die ander'n alle kehrten heim
 Nur einer kam nie wieder
 Das war der Stern von Mykonos
 Das war sein Boot, sein Leben
 Und wenn die Sonne untergeht
 Wer weiß, wohin der Wind uns weht
 Das war der Stern von Mykonos
 Das war sein Boot, sein Leben
 Und wenn die Sonne untergeht
 Wer weiß, wohin der Wind uns weht
", Jahr für Jahr zog er mit ander'n
577,577,https://open.spotify.com/track/2vpBkWKcElHxTMYrsAy58C,Herzilein,2vpBkWKcElHxTMYrsAy58C,2002-07-08,Die Wildecker Herzbuben," Ein letztes Glas'l mit alten Freunden
 Die geh'n allein nach Haus
 In den Straßen
 In den Gassen
 Geh'n langsam die Lichter aus
 Ich seh' auf einmal den mond gleich zweimal
 Das hat der wein gemacht
 Ich weiß du wartest schon seit Stunden
 Und liegst bestimmt noch wach
 Doch ich sag ganz lieb
 Herzilein
 Du mußt nicht traurig sein
 Ich weiß
 Du bist nicht gern allein
 Und schuld war doch nur der wein
 Und du sagst sicher
 Spatzilein
 Ich werd' dir noch einmal verzeih'n
 Die Hauptsache ist
 Du kommst heim
 So kann nur ein Engel sein
 Da ist schon der Bahnhof und das alte wirtshaus
 Ich geh' noch einmal 'nein
 Ich glaub
 Ich könnt' noch ein glas'l vertragen
 Ach gibt
 Ich lass' es sein
 Alles bewegt sich Der kirchturm er dreht sich
 Das hat der wein gemacht
 Ich weiß
 Du wartest schon seit Stunden
 Und liegst bestimmt noch wach
 Doch ich sag ganz lieb
 Und chau mal
 Herzilein
 Ich könnte irgendwo
 An irgend einem zipfel der welt sein
 Oder sogar in der kleinen kneipe
 Unserer straße
 Ich würde immer wieder zu dir zurück kommen
 Und weißt du
 Was ich zu dir sagen würde?
 Herzilein
 Du mußt nicht traurig sein
 Ich weiß
 Du bist nicht gern allein
 Und schuld war doch nur der wein
 Und du sagst sicher
 Spatzilein
 Ich werd' dir noch einmal verzeih'n
 Die Hauptsache ist
 Du kommst heim
 So kann nur ein engel sein
 Herzilein
 Du mußt nicht traurig sein
 Ich weiß
 Du bist nicht gern allein
 Und schuld war doch nur der wein
 Und du sagst sicher
 Spatzilein
 Ich werd' dir noch einmal verzeih'n
 Die Hauptsache ist
 Du kommst heim
 So kann nur ein Engel sein
", Ein letztes Glas'l mit alten Freunden
578,578,https://open.spotify.com/track/1wVQ2KWiaRJLtDfViSYxwt,Dich zu lieben (2012),1wVQ2KWiaRJLtDfViSYxwt,2013-01-14,Andrea Berg," Weil du mich liebst, ist der Tag wieder Leben für mich
 Weil du mich brauchst, ist die Nacht wieder Lieben für mich
 Was du mir gibst, hab' ich niemals zu träumen gewagt
 Du hast in mir ein erloschenes Feuer entfacht
 Dich zu lieben, dich berühren, mein Verlangen, dich zu spüren
 Deine Wärme, deine Nähe weckt die Sehnsucht in mir auf ein Leben mit dir
 Du bist die Frau die jedes Lächeln, jede Zärtlichkeit an mich verschenkt
 Du bist die Frau, die alles gibt, was man Liebe nennt
 Du liegst bei mir und ich atme den Duft deiner Haut
 Und jeder Schlag deines Herzens ist mir so vertraut
 Du lässt mich sagen, was ich jeder Frau sonst verschwieg
 Du gibst dem Himmel die wärmende Sonne zurück
 Dich zu lieben, dich berühren, mein Verlangen, dich zu spüren
 Deine Wärme, deine Nähe weckt die Sehnsucht in mir auf ein Leben mit dir
 Du bist die Frau die jedes Lächeln, jede Zärtlichkeit an mich verschenkt
 Du bist die Frau, die alles gibt, was man Liebe nennt
 Dich zu lieben, dich berühren, mein Verlangen, dich zu spüren
 Deine Wärme, deine Nähe weckt die Sehnsucht in mir auf ein Leben mit dir
 Du bist die Frau die jedes Lächeln, jede Zärtlichkeit an mich verschenkt
 Du bist die Frau, die alles gibt, was man Liebe nennt
 Dich zu lieben
"," Weil du mich liebst, ist der Tag wieder Leben für mich"
579,579,https://open.spotify.com/track/3a5Pk82SnxIfGbuu78jCGp,So bist du,3a5Pk82SnxIfGbuu78jCGp,1979-04-13,Peter Maffay," Du gibst alles, wenn Du gibst
 Du verlierst Dich, wenn Du liebst
 Junges Mädchen, reife Frau und noch Kind
 Das bist Du, Du, nur Du
 Wenn mich Deine Hand berührt,
 Und ich Deine Wärme spür,
 Dann weiss ich was auch geschieht,
 Es wird gut,
 So bist Du, Du, nur Du
 Und wenn ich geh, geht nur ein Teil von mir
 Und gehst Du, bleibt Deine Wärme hier
 Und wenn ich wein, dann weint nur ein Teil von mir
 Und der andere lacht mit Dir
 Du verlangst oft viel von mir,
 Doch ich spür die Kraft in Dir
 Und weiss, Du verlangst nie mehr als Du gibst
 So bist Du, Du, nur Du
 Du sagst immer was Du denkst,
 Und die Liebe, die Du schenkst
 Ist so zärtlich und so gut und so tief
 So wie Du, Du, nur Du
 Und wenn ich geh, dann geht nur ein Teil von mir
 Und gehst Du, bleibt Deine Wärme hier
 Und wenn ich schlaf, dann schläft nur ein Teil von mir
 Und der andere träumt mit Dir
 Und wenn ich geh, dann geht nur ein Teil von mir
 Und gehst Du, bleibt Deine Wärme hier
 Und wenn ich schlaf, dann schläft nur ein Teil von mir
 Und der andere träumt mit Dir
 Und wenn ich sterb, dann stirbt nur ein Teil von mir
 Und stirbst Du, bleibt Deine Liebe hier
 Und wenn ich wein, dann weint nur ein Teil von mir
 Und der andere lacht mit Dir
"," Du gibst alles, wenn Du gibst"
580,580,https://open.spotify.com/track/3Yl3rmMaXb4RoLTeEMI4jb,Sieben Fässer Wein,3Yl3rmMaXb4RoLTeEMI4jb,1977,Roland Kaiser," Sieben Fässer Wein können uns nicht gefährlich sein
 Das wär doch gelacht, wer steht gerne auf einem Bein?
 Wir machen durch, kommt Freunde, seid bereit
 Wie schön war doch die Junggesellenzeit
 Sieben Fässer Wein können uns nicht gefährlich sein
 Das haut uns nicht um, ja, das schaffen wir ganz allein
 Heut feiern wir, auch wenn es traurig ist
 Dass man schon bald kein freier Mann mehr ist
 Ihr wisst, ich kenne tausend Frauen (er kennt tausend Frauen)
 Doch ganz im Vertrauen (doch ganz im Vertrauen)
 Dieses Mal hat es mich voll erwischt
 Das ist gefährlich (gefährlich), ganz ehrlich (ganz ehrlich)
 Jetzt bin ich dran, weil es kein Spaß mehr ist
 Sieben Fässer Wein können uns nicht gefährlich sein
 Das wär doch gelacht, wer steht gerne auf einem Bein?
 Wir machen durch, kommt Freunde, seid bereit
 Wie schön war doch die Junggesellenzeit
 Sieben Fässer Wein können uns nicht gefährlich sein
 In den schwersten Stunden lasst mich bitte nicht allein
 Denn es wird Zeit, wir müssen langsam gehen
 Sonst muss die Braut noch vor der Kirche stehen
 La la la la, la la la la
 La la la la la, la la la la la la
 Das muss ja wohl ein Irrtum sein (wohl ein Irrtum sein)
 Wir stehen hier allein (wir stehen hier allein)
 Von der ganzen Hochzeit keine Spur
 Wo sind die Gäste (die Gäste), der Pfarrer (der Pfarrer)
 Und wo bleibt meine Braut? Was mach ich nur?
 La la la la la, la la la la la la la la
 Guten Tag, meinen Son
 Du hier in der Kirche?
 Und dann noch in diesem Zustand?
 Wieso Hochzeit?
 Dein Termin war gestern
 Sieben Fässer Wein können manchmal die Rettung sein
 Wie das Leben spielt, vieles löst sich von ganz allein
 Was soll's? Jetzt geht's bei uns erst richtig rund
 Wir feiern, haben einen neuen Grund
 Wir haben heute nichts mehr zu verlieren
 Uns kann jetzt überhaupt nichts mehr passieren
 Wir haben heute nichts mehr zu verlieren
 Uns kann jetzt überhaupt nichts mehr passieren
 La la la la la, la la la
 La la la la la, la la la la la la
", Sieben Fässer Wein können uns nicht gefährlich sein
581,581,https://open.spotify.com/track/4Im22oLBjv4o0EnYkZ32jS,Wärst du doch in Düsseldorf geblieben,4Im22oLBjv4o0EnYkZ32jS,1968-01-01,Dorthe," Wärst du doch in Düsseldorf geblieben
 Schöner Playboy, Du wirst nie ein Cowboy sein
 Wärst du doch in Düsseldorf geblieben
 Das wär' besser für Dich und für Düsseldorf am Rhein
 Gleich als ich ihn kommen sah
 Dachte ich, was will der da
 Was will so ein feiner Mensch
 Hier auf uns'rer Ranch
 Und er setzte sich auf's Pferd
 Doch das Pferd war verstört
 Und der Herr aus Germany
 Flog in die Prärie
 Wärst du doch in Düsseldorf geblieben
 Schöner Playboy, Du wirst nie ein Cowboy sein
 Wärst du doch in Düsseldorf geblieben
 Das wär' besser für Dich und für Düsseldorf am Rhein
 Doch er blieb vier Wochen hier
 Und er war so nett zu mir
 Liebe auf den zweiten Blick
 Groß war unser Glück
 Aber heute denk' ich bloß
 Wie werd' ich ihn wieder los
 Alles hat er falsch gemacht
 Und ganz Texas lacht
 Wärst du doch in Düsseldorf geblieben
 Schöner Playboy, Du wirst nie ein Cowboy sein
 Wärst du doch in Düsseldorf geblieben
 Das wär' besser für Dich und für Düsseldorf am Rhein
 Wärst du doch in Düsseldorf geblieben
 Das wär' besser für Dich und für mich und für Düsseldorf am Rhein
", Wärst du doch in Düsseldorf geblieben
582,582,https://open.spotify.com/track/53OGzKYXYKa93ifYP9Rrhy,Willst du mit mir geh'n,53OGzKYXYKa93ifYP9Rrhy,1972-01-01,Daliah Lavi," Willst du mit mir geh'n, wenn mein Weg ins Dunkel führt?
 Willst du mit mir geh'n, wenn mein Tag schon Nachtwind spürt?
 Wenn ich nicht mehr Vagabund sein will, baust du mein Haus?
 Und ruhst du mit mir vom Leben aus?
 Willst du mit mir geh'n?
 Licht und Schatten versteh'n?
 Dich mit Windrosen dreh'n?
 Willst du mit mir gehen?
 Willst du mit mir gehen?
 Man nennt es Liebe, man nennt es Glücklichsein
 Keine Sprache hat mehr als Worte
 Willst du mit mir geh'n?
 Licht und Schatten versteh'n?
 Dich mit Windrosen dreh'n?
 Willst du mit mir gehen?
 Willst du mit mir gehen?
 Willst du mit mir geh'n, wenn ich nicht mehr bin wie einst?
 Willst du mit mir geh'n, auch wenn du um gestern weinst?
 Wenn jedes Schweigen uns verrät, was reden wir?
 Tröstet mich auch dann ein Wort von dir?
 Willst du mit mir geh'n?
 Licht und Schatten versteh'n?
 Dich mit Windrosen dreh'n?
 Willst du mit mir gehen?
 Willst du mit mir gehen?
 Man nennt es Liebe, man nennt es Glücklichsein
 Keine Sprache hat mehr als Worte
 Willst du mit mir geh'n?
 Licht und Schatten versteh'n?
 Dich mit Windrosen dreh'n?
 Willst du mit mir gehen?
 Willst du mit mir gehen?
 Willst du mit mir geh'n, wenn die Angst bei mir verweilt?
 Willst du mit mir geh'n, wenn die Zeit mich nicht mehr heilt?
 Wenn der Ruf der Welt vor mir verstummt, fragst du nach mir?
 Wartest du auch dann vor meiner Tür?
 Willst du mit mir geh'n?
 Licht und Schatten versteh'n?
 Dich mit Windrosen dreh'n?
 Willst du mit mir gehen?
 Willst du mit mir gehen?
 Willst du mit mir geh'n?
 Licht und Schatten versteh'n?
 Dich mit Windrosen dreh'n?
 Willst du mit mir gehen?
 Willst du mit mir gehen?
 Willst du mit mir geh'n?
 Licht und Schatten versteh'n?
 Dich mit Windrosen dreh'n?
 Willst du mit mir gehen?
 Willst du mit mir gehen?
 Willst du mit mir geh'n?
 Licht und Schatten versteh'n?
 Dich mit Windrosen dreh'n?
 Willst du mit mir
"," Willst du mit mir geh'n, wenn mein Weg ins Dunkel führt?"
583,583,https://open.spotify.com/track/4t2mUzuqxzGqIaHFuTe0Hc,Adios Amor,4t2mUzuqxzGqIaHFuTe0Hc,2007-09-21,Andy Borg," Ich sah dir ins Gesicht
 Du sagtest ""Frag mich nicht""
 Ich wusst auch so Bescheid
 Sie war vorbei unsere Zeit
 Ich hab' gemeint, du weißt
 Er wär mein Freund, du weißt
 Das hat er gut gespielt
 Bis er dich aus Freundschaft behielt
 Ich weiß, dass ich dich verlor
 Dass mit dir auch den Freund ich verlor
 Ich komm' verlassen mir vor
 Drum adios, adios, adios Amor
 So muss das Leben wohl sein
 Es holt alle Verlierer mal ein
 Ich komm' verlassen mir vor
 Drum adios, adios, adios Amor
 So muss das Leben wohl sein
 Es holt alle Verlierer mal ein
 Ich komm' verlassen mir vor
 Drum adios, adios, adios Amor
 Und ich seh', dein Haar verdeckt deiner Augen Glanz
 Und versunken tanzt ihr zwei euren schönsten Tanz
 Ich weiß, dass ich dich verlor
 Dass mit dir auch den Freund ich verlor
 Ich komm' verlassen mir vor
 Drum adios, adios, adios Amor
 So muss das Leben wohl sein
 Es holt alle Verlierer mal ein
 Ich komm' verlassen mir vor
 Drum adios, adios, adios Amor
 So muss das Leben wohl sein
 Es holt alle Verlierer mal ein
 Ich komm' verlassen mir vor
 Drum adios, adios, adios Amor
", Ich sah dir ins Gesicht
584,584,https://open.spotify.com/track/7Cu2JjFYseaheA36Aehgt4,Sierra Madre,7Cu2JjFYseaheA36Aehgt4,1987-09-16,Zillertaler Schürzenjäger," Ja, was shteht in Mexiko? Die Sierra Madre
 Drei, vier
 Wenn der Morgen kommt
 Und die letzten Schatten vergeh'n
 Schau'n die Menschen der Sierra hinauf
 Zu den sonnigen Höh'n (fantastish, Freunde)
 Schauen hinauf
 Wo der weiße Kondor so einsam zieht
 Wie ein Gruß an die Sonne
 Erklingt ihr altes Lied
 Sierra, Sierra Madre del Sur
 Sierra, Sierra Madre, oh, oh
 Sierra, Sierra Madre del Sur
 Sierra, Sierra Madre
 Wenn die Arbeit getan
 Der Abendfrieden nur kennt
 Schau'n die Menschen der Sierra hinauf
 Wo das Abendrot brennt
 Und sie denken daran
 Wie schnell ein Glück oft vergeht
 Und aus tausend Herzen
 Erklingt es wie ein Gebet
 Sierra, Sierra Madre del Sur
 Sierra, Sierra Madre, oh, oh
 Sierra, Sierra Madre del Sur
 Sierra, Sierra Madre
 Fantasrisch Freunde
 Aber jetzt wollen wir gemeinsam singen
 Ok? Wir stehen alle auf und alle singen mal jetzt Sierra
 Also, mach ma's
 Sierra, (Sierra Madre del Sur) 'n bißchen lauter
 Sierra, (Sierra Madre), oh, oh
 (Sierra, Sierra Madre del Sur)
 Sierra, Sierra Madre, ooh (alle ganz laut singen)
 Sierra, Sierra Madre del Sur
 Sierra, Sierra Madre, oh, oh
 Sierra, Sierra Madre del Sur (jetzt alle)
 Sierra, Sierra Madre
 Ihr seid fantastisch
"," Ja, was shteht in Mexiko? Die Sierra Madre"
585,585,https://open.spotify.com/track/6WLlquHdKdiXey8pEMhQIF,Rot sind die Rosen - deutsch,6WLlquHdKdiXey8pEMhQIF,2008-01-01,Semino Rossi," Wenn die Abendsonne langsam untergeht
 Und der erste Stern noch blass am Himmel steht
 Dann komm' ich Heim zu dir, mein Schatz
 Bei dir, da ist mein schönster Platz
 Und nehm' dich in den Arm und sag' zu dir
 Rot, rot, rot, rot sind die Rosen
 Rosen geschenkt aus meinem Herzen
 Ich bring' sie gerne Heim zu dir
 Und sag' ich ""Danke dir dafür, bist ja so lieb zu mir""
 Rot, rot, rot, rot sind die Rosen
 Rosen so schön wie unsre Liebe
 Und wenn du dann mal Tränen lachst
 Und mich dann so, so glücklich machst
 Ja, dann lacht auch mein Herz
 Und der Mond drückt wieder beide Augen zu
 Und du magst es gern, was ich jetzt mit dir tu'
 Und dort am Fenster steht der Strauß
 Ein Rosenduft im ganzen Haus
 Mein Schatz, so halt' ich's lebenslänglich aus
 Rot, rot, rot, rot sind die Rosen
 Rosen geschenkt aus meinem Herzen
 Ich bring' sie gerne Heim zu dir
 Und sag' ich ""Danke dir dafür, bist ja so lieb zu mir""
 Rot, rot, rot, rot sind die Rosen
 Rosen so schön wie unsre Liebe
 Und wenn du dann mal Tränen lachst
 Und mich dann so, so glücklich machst
 Ja, dann lacht auch mein Herz
 Rot, rot, rot, rot sind die Rosen
 Rosen so schön wie unsre Liebe
 Und wenn du dann mal Tränen lachst
 Und mich dann so, so glücklich machst
 Ja, dann lacht auch mein Herz
", Wenn die Abendsonne langsam untergeht
